	Anon Student Id	Session Id	Time	Level (Unit)	Problem Name	Problem Start Time	Outcome	KC (Binary-Node)	KC Category (Binary-Node)	Step Name
46439	-S00411	1	2019-03-25T03:05:37	492.0	38	2019-03-25T03:05:37	CORRECT	KC1		KC1
46439	-S00411	1	2019-03-25T03:05:37	492.0	38	2019-03-25T03:05:37	CORRECT	KC2		KC2
46439	-S00411	1	2019-03-25T03:05:37	492.0	38	2019-03-25T03:05:37	INCORRECT	KC3		KC3
46441	-S00238	1	2019-03-25T03:05:47	492.0	31	2019-03-25T03:05:47	CORRECT	KC1		KC1
46441	-S00238	1	2019-03-25T03:05:47	492.0	31	2019-03-25T03:05:47	CORRECT	KC2		KC2
46441	-S00238	1	2019-03-25T03:05:47	492.0	31	2019-03-25T03:05:47	INCORRECT	KC3		KC3
46444	-S00366	1	2019-03-25T03:05:57	492.0	36	2019-03-25T03:05:57	CORRECT	KC1		KC1
46444	-S00366	1	2019-03-25T03:05:57	492.0	36	2019-03-25T03:05:57	CORRECT	KC2		KC2
46444	-S00366	1	2019-03-25T03:05:57	492.0	36	2019-03-25T03:05:57	INCORRECT	KC3		KC3
46445	-S00225	1	2019-03-25T03:06:03	492.0	40	2019-03-25T03:06:03	CORRECT	KC1		KC1
46445	-S00225	1	2019-03-25T03:06:03	492.0	40	2019-03-25T03:06:03	CORRECT	KC2		KC2
46445	-S00225	1	2019-03-25T03:06:03	492.0	40	2019-03-25T03:06:03	INCORRECT	KC3		KC3
46446	-S00238	1	2019-03-25T03:06:04	492.0	33	2019-03-25T03:06:04	CORRECT	KC1		KC1
46446	-S00238	1	2019-03-25T03:06:04	492.0	33	2019-03-25T03:06:04	CORRECT	KC2		KC2
46446	-S00238	1	2019-03-25T03:06:04	492.0	33	2019-03-25T03:06:04	INCORRECT	KC3		KC3
46450	-S00255	1	2019-03-25T03:06:09	492.0	39	2019-03-25T03:06:09	CORRECT	KC1		KC1
46450	-S00255	1	2019-03-25T03:06:09	492.0	39	2019-03-25T03:06:09	CORRECT	KC2		KC2
46450	-S00255	1	2019-03-25T03:06:09	492.0	39	2019-03-25T03:06:09	INCORRECT	KC3		KC3
46456	-S00230	1	2019-03-25T03:06:23	492.0	34	2019-03-25T03:06:23	CORRECT	KC1		KC1
46456	-S00230	1	2019-03-25T03:06:23	492.0	34	2019-03-25T03:06:23	CORRECT	KC2		KC2
46456	-S00230	1	2019-03-25T03:06:23	492.0	34	2019-03-25T03:06:23	INCORRECT	KC3		KC3
46460	-S00377	1	2019-03-25T03:06:38	492.0	32	2019-03-25T03:06:38	CORRECT	KC1		KC1
46460	-S00377	1	2019-03-25T03:06:38	492.0	32	2019-03-25T03:06:38	CORRECT	KC2		KC2
46460	-S00377	1	2019-03-25T03:06:38	492.0	32	2019-03-25T03:06:38	INCORRECT	KC3		KC3
46462	-S00366	1	2019-03-25T03:06:41	492.0	39	2019-03-25T03:06:41	CORRECT	KC1		KC1
46462	-S00366	1	2019-03-25T03:06:41	492.0	39	2019-03-25T03:06:41	CORRECT	KC2		KC2
46462	-S00366	1	2019-03-25T03:06:41	492.0	39	2019-03-25T03:06:41	INCORRECT	KC3		KC3
46463	-S00219	1	2019-03-25T03:06:41	492.0	33	2019-03-25T03:06:41	CORRECT	KC1		KC1
46463	-S00219	1	2019-03-25T03:06:41	492.0	33	2019-03-25T03:06:41	CORRECT	KC2		KC2
46463	-S00219	1	2019-03-25T03:06:41	492.0	33	2019-03-25T03:06:41	INCORRECT	KC3		KC3
46466	-S00184	1	2019-03-25T03:06:44	492.0	34	2019-03-25T03:06:44	CORRECT	KC1		KC1
46466	-S00184	1	2019-03-25T03:06:44	492.0	34	2019-03-25T03:06:44	CORRECT	KC2		KC2
46466	-S00184	1	2019-03-25T03:06:44	492.0	34	2019-03-25T03:06:44	INCORRECT	KC3		KC3
46470	-S00343	1	2019-03-25T03:06:47	492.0	33	2019-03-25T03:06:47	CORRECT	KC1		KC1
46470	-S00343	1	2019-03-25T03:06:47	492.0	33	2019-03-25T03:06:47	CORRECT	KC2		KC2
46470	-S00343	1	2019-03-25T03:06:47	492.0	33	2019-03-25T03:06:47	INCORRECT	KC3		KC3
46471	-S00360	1	2019-03-25T03:06:49	492.0	36	2019-03-25T03:06:49	CORRECT	KC1		KC1
46471	-S00360	1	2019-03-25T03:06:49	492.0	36	2019-03-25T03:06:49	CORRECT	KC2		KC2
46471	-S00360	1	2019-03-25T03:06:49	492.0	36	2019-03-25T03:06:49	INCORRECT	KC3		KC3
46472	-S00283	1	2019-03-25T03:06:54	492.0	31	2019-03-25T03:06:54	CORRECT	KC1		KC1
46472	-S00283	1	2019-03-25T03:06:54	492.0	31	2019-03-25T03:06:54	CORRECT	KC2		KC2
46472	-S00283	1	2019-03-25T03:06:54	492.0	31	2019-03-25T03:06:54	INCORRECT	KC3		KC3
46478	-S00366	1	2019-03-25T03:07:08	492.0	32	2019-03-25T03:07:08	CORRECT	KC1		KC1
46478	-S00366	1	2019-03-25T03:07:08	492.0	32	2019-03-25T03:07:08	CORRECT	KC2		KC2
46478	-S00366	1	2019-03-25T03:07:08	492.0	32	2019-03-25T03:07:08	INCORRECT	KC3		KC3
46483	-S00286	1	2019-03-25T03:07:16	492.0	31	2019-03-25T03:07:16	CORRECT	KC1		KC1
46483	-S00286	1	2019-03-25T03:07:16	492.0	31	2019-03-25T03:07:16	CORRECT	KC2		KC2
46483	-S00286	1	2019-03-25T03:07:16	492.0	31	2019-03-25T03:07:16	INCORRECT	KC3		KC3
46484	-S00190	1	2019-03-25T03:07:21	492.0	36	2019-03-25T03:07:21	CORRECT	KC1		KC1
46484	-S00190	1	2019-03-25T03:07:21	492.0	36	2019-03-25T03:07:21	CORRECT	KC2		KC2
46484	-S00190	1	2019-03-25T03:07:21	492.0	36	2019-03-25T03:07:21	INCORRECT	KC3		KC3
46498	-S00266	1	2019-03-25T03:07:51	492.0	37	2019-03-25T03:07:51	CORRECT	KC1		KC1
46498	-S00266	1	2019-03-25T03:07:51	492.0	37	2019-03-25T03:07:51	CORRECT	KC2		KC2
46498	-S00266	1	2019-03-25T03:07:51	492.0	37	2019-03-25T03:07:51	INCORRECT	KC3		KC3
46500	-S00366	1	2019-03-25T03:07:54	492.0	31	2019-03-25T03:07:54	CORRECT	KC1		KC1
46500	-S00366	1	2019-03-25T03:07:54	492.0	31	2019-03-25T03:07:54	CORRECT	KC2		KC2
46500	-S00366	1	2019-03-25T03:07:54	492.0	31	2019-03-25T03:07:54	INCORRECT	KC3		KC3
46506	-S00343	1	2019-03-25T03:08:13	492.0	34	2019-03-25T03:08:13	CORRECT	KC1		KC1
46506	-S00343	1	2019-03-25T03:08:13	492.0	34	2019-03-25T03:08:13	CORRECT	KC2		KC2
46506	-S00343	1	2019-03-25T03:08:13	492.0	34	2019-03-25T03:08:13	INCORRECT	KC3		KC3
46511	-S00397	1	2019-03-25T03:08:26	492.0	31	2019-03-25T03:08:26	CORRECT	KC1		KC1
46511	-S00397	1	2019-03-25T03:08:26	492.0	31	2019-03-25T03:08:26	CORRECT	KC2		KC2
46511	-S00397	1	2019-03-25T03:08:26	492.0	31	2019-03-25T03:08:26	INCORRECT	KC3		KC3
46514	-S00366	1	2019-03-25T03:08:28	492.0	33	2019-03-25T03:08:28	CORRECT	KC1		KC1
46514	-S00366	1	2019-03-25T03:08:28	492.0	33	2019-03-25T03:08:28	CORRECT	KC2		KC2
46514	-S00366	1	2019-03-25T03:08:28	492.0	33	2019-03-25T03:08:28	INCORRECT	KC3		KC3
46529	-S00123	1	2019-03-25T03:09:05	492.0	34	2019-03-25T03:09:05	CORRECT	KC1		KC1
46529	-S00123	1	2019-03-25T03:09:05	492.0	34	2019-03-25T03:09:05	CORRECT	KC2		KC2
46529	-S00123	1	2019-03-25T03:09:05	492.0	34	2019-03-25T03:09:05	INCORRECT	KC3		KC3
46531	-S00332	1	2019-03-25T03:09:14	492.0	32	2019-03-25T03:09:14	CORRECT	KC1		KC1
46531	-S00332	1	2019-03-25T03:09:14	492.0	32	2019-03-25T03:09:14	CORRECT	KC2		KC2
46531	-S00332	1	2019-03-25T03:09:14	492.0	32	2019-03-25T03:09:14	INCORRECT	KC3		KC3
46532	-S00288	1	2019-03-25T03:09:17	492.0	39	2019-03-25T03:09:17	CORRECT	KC1		KC1
46532	-S00288	1	2019-03-25T03:09:17	492.0	39	2019-03-25T03:09:17	CORRECT	KC2		KC2
46532	-S00288	1	2019-03-25T03:09:17	492.0	39	2019-03-25T03:09:17	INCORRECT	KC3		KC3
46536	-S00078	1	2019-03-25T03:09:26	492.0	36	2019-03-25T03:09:26	CORRECT	KC1		KC1
46536	-S00078	1	2019-03-25T03:09:26	492.0	36	2019-03-25T03:09:26	CORRECT	KC2		KC2
46536	-S00078	1	2019-03-25T03:09:26	492.0	36	2019-03-25T03:09:26	INCORRECT	KC3		KC3
46545	-S00321	1	2019-03-25T03:09:50	492.0	39	2019-03-25T03:09:50	CORRECT	KC1		KC1
46545	-S00321	1	2019-03-25T03:09:50	492.0	39	2019-03-25T03:09:50	CORRECT	KC2		KC2
46545	-S00321	1	2019-03-25T03:09:50	492.0	39	2019-03-25T03:09:50	INCORRECT	KC3		KC3
46547	-S00288	1	2019-03-25T03:09:53	492.0	36	2019-03-25T03:09:53	CORRECT	KC1		KC1
46547	-S00288	1	2019-03-25T03:09:53	492.0	36	2019-03-25T03:09:53	CORRECT	KC2		KC2
46547	-S00288	1	2019-03-25T03:09:53	492.0	36	2019-03-25T03:09:53	INCORRECT	KC3		KC3
46553	-S00214	1	2019-03-25T03:10:09	492.0	37	2019-03-25T03:10:09	CORRECT	KC1		KC1
46553	-S00214	1	2019-03-25T03:10:09	492.0	37	2019-03-25T03:10:09	CORRECT	KC2		KC2
46553	-S00214	1	2019-03-25T03:10:09	492.0	37	2019-03-25T03:10:09	INCORRECT	KC3		KC3
46555	-S00190	1	2019-03-25T03:10:11	492.0	32	2019-03-25T03:10:11	CORRECT	KC1		KC1
46555	-S00190	1	2019-03-25T03:10:11	492.0	32	2019-03-25T03:10:11	CORRECT	KC2		KC2
46555	-S00190	1	2019-03-25T03:10:11	492.0	32	2019-03-25T03:10:11	INCORRECT	KC3		KC3
46560	-S00366	1	2019-03-25T03:10:16	492.0	34	2019-03-25T03:10:16	CORRECT	KC1		KC1
46560	-S00366	1	2019-03-25T03:10:16	492.0	34	2019-03-25T03:10:16	CORRECT	KC2		KC2
46560	-S00366	1	2019-03-25T03:10:16	492.0	34	2019-03-25T03:10:16	INCORRECT	KC3		KC3
46564	-S00227	1	2019-03-25T03:10:22	492.0	40	2019-03-25T03:10:22	CORRECT	KC1		KC1
46564	-S00227	1	2019-03-25T03:10:22	492.0	40	2019-03-25T03:10:22	CORRECT	KC2		KC2
46564	-S00227	1	2019-03-25T03:10:22	492.0	40	2019-03-25T03:10:22	INCORRECT	KC3		KC3
46569	-S00377	1	2019-03-25T03:10:38	492.0	31	2019-03-25T03:10:38	CORRECT	KC1		KC1
46569	-S00377	1	2019-03-25T03:10:38	492.0	31	2019-03-25T03:10:38	CORRECT	KC2		KC2
46569	-S00377	1	2019-03-25T03:10:38	492.0	31	2019-03-25T03:10:38	INCORRECT	KC3		KC3
46571	-S00341	1	2019-03-25T03:10:43	492.0	31	2019-03-25T03:10:43	CORRECT	KC1		KC1
46571	-S00341	1	2019-03-25T03:10:43	492.0	31	2019-03-25T03:10:43	CORRECT	KC2		KC2
46571	-S00341	1	2019-03-25T03:10:43	492.0	31	2019-03-25T03:10:43	INCORRECT	KC3		KC3
46573	-S00247	1	2019-03-25T03:10:50	492.0	36	2019-03-25T03:10:50	CORRECT	KC1		KC1
46573	-S00247	1	2019-03-25T03:10:50	492.0	36	2019-03-25T03:10:50	CORRECT	KC2		KC2
46573	-S00247	1	2019-03-25T03:10:50	492.0	36	2019-03-25T03:10:50	INCORRECT	KC3		KC3
46577	-S00288	1	2019-03-25T03:11:00	492.0	32	2019-03-25T03:11:00	CORRECT	KC1		KC1
46577	-S00288	1	2019-03-25T03:11:00	492.0	32	2019-03-25T03:11:00	CORRECT	KC2		KC2
46577	-S00288	1	2019-03-25T03:11:00	492.0	32	2019-03-25T03:11:00	INCORRECT	KC3		KC3
46583	-S00219	1	2019-03-25T03:11:18	492.0	32	2019-03-25T03:11:18	CORRECT	KC1		KC1
46583	-S00219	1	2019-03-25T03:11:18	492.0	32	2019-03-25T03:11:18	CORRECT	KC2		KC2
46583	-S00219	1	2019-03-25T03:11:18	492.0	32	2019-03-25T03:11:18	INCORRECT	KC3		KC3
46587	-S00288	1	2019-03-25T03:11:35	492.0	31	2019-03-25T03:11:35	CORRECT	KC1		KC1
46587	-S00288	1	2019-03-25T03:11:35	492.0	31	2019-03-25T03:11:35	CORRECT	KC2		KC2
46587	-S00288	1	2019-03-25T03:11:35	492.0	31	2019-03-25T03:11:35	INCORRECT	KC3		KC3
46601	-S00071	1	2019-03-25T03:11:52	492.0	40	2019-03-25T03:11:52	CORRECT	KC1		KC1
46601	-S00071	1	2019-03-25T03:11:52	492.0	40	2019-03-25T03:11:52	CORRECT	KC2		KC2
46601	-S00071	1	2019-03-25T03:11:52	492.0	40	2019-03-25T03:11:52	INCORRECT	KC3		KC3
46609	-S00273	1	2019-03-25T03:12:17	492.0	31	2019-03-25T03:12:17	CORRECT	KC1		KC1
46609	-S00273	1	2019-03-25T03:12:17	492.0	31	2019-03-25T03:12:17	CORRECT	KC2		KC2
46609	-S00273	1	2019-03-25T03:12:17	492.0	31	2019-03-25T03:12:17	INCORRECT	KC3		KC3
46610	-S00288	1	2019-03-25T03:12:18	492.0	33	2019-03-25T03:12:18	CORRECT	KC1		KC1
46610	-S00288	1	2019-03-25T03:12:18	492.0	33	2019-03-25T03:12:18	CORRECT	KC2		KC2
46610	-S00288	1	2019-03-25T03:12:18	492.0	33	2019-03-25T03:12:18	INCORRECT	KC3		KC3
46611	-S00225	1	2019-03-25T03:12:18	492.0	37	2019-03-25T03:12:18	CORRECT	KC1		KC1
46611	-S00225	1	2019-03-25T03:12:18	492.0	37	2019-03-25T03:12:18	CORRECT	KC2		KC2
46611	-S00225	1	2019-03-25T03:12:18	492.0	37	2019-03-25T03:12:18	INCORRECT	KC3		KC3
46623	-S00360	1	2019-03-25T03:12:42	492.0	32	2019-03-25T03:12:42	CORRECT	KC1		KC1
46623	-S00360	1	2019-03-25T03:12:42	492.0	32	2019-03-25T03:12:42	CORRECT	KC2		KC2
46623	-S00360	1	2019-03-25T03:12:42	492.0	32	2019-03-25T03:12:42	INCORRECT	KC3		KC3
46633	-S00377	1	2019-03-25T03:13:04	492.0	33	2019-03-25T03:13:04	CORRECT	KC1		KC1
46633	-S00377	1	2019-03-25T03:13:04	492.0	33	2019-03-25T03:13:04	CORRECT	KC2		KC2
46633	-S00377	1	2019-03-25T03:13:04	492.0	33	2019-03-25T03:13:04	INCORRECT	KC3		KC3
46634	-S00288	1	2019-03-25T03:13:04	492.0	34	2019-03-25T03:13:04	CORRECT	KC1		KC1
46634	-S00288	1	2019-03-25T03:13:04	492.0	34	2019-03-25T03:13:04	CORRECT	KC2		KC2
46634	-S00288	1	2019-03-25T03:13:04	492.0	34	2019-03-25T03:13:04	INCORRECT	KC3		KC3
46641	-S00403	1	2019-03-25T03:13:23	492.0	36	2019-03-25T03:13:23	CORRECT	KC1		KC1
46641	-S00403	1	2019-03-25T03:13:23	492.0	36	2019-03-25T03:13:23	CORRECT	KC2		KC2
46641	-S00403	1	2019-03-25T03:13:23	492.0	36	2019-03-25T03:13:23	INCORRECT	KC3		KC3
46646	-S00119	1	2019-03-25T03:13:34	492.0	32	2019-03-25T03:13:34	CORRECT	KC1		KC1
46646	-S00119	1	2019-03-25T03:13:34	492.0	32	2019-03-25T03:13:34	CORRECT	KC2		KC2
46646	-S00119	1	2019-03-25T03:13:34	492.0	32	2019-03-25T03:13:34	INCORRECT	KC3		KC3
46648	-S00233	1	2019-03-25T03:13:40	492.0	39	2019-03-25T03:13:40	CORRECT	KC1		KC1
46648	-S00233	1	2019-03-25T03:13:40	492.0	39	2019-03-25T03:13:40	CORRECT	KC2		KC2
46648	-S00233	1	2019-03-25T03:13:40	492.0	39	2019-03-25T03:13:40	INCORRECT	KC3		KC3
46657	-S00287	1	2019-03-25T03:14:03	492.0	34	2019-03-25T03:14:03	CORRECT	KC1		KC1
46657	-S00287	1	2019-03-25T03:14:03	492.0	34	2019-03-25T03:14:03	CORRECT	KC2		KC2
46657	-S00287	1	2019-03-25T03:14:03	492.0	34	2019-03-25T03:14:03	INCORRECT	KC3		KC3
46661	-S00283	1	2019-03-25T03:14:09	492.0	33	2019-03-25T03:14:09	CORRECT	KC1		KC1
46661	-S00283	1	2019-03-25T03:14:09	492.0	33	2019-03-25T03:14:09	CORRECT	KC2		KC2
46661	-S00283	1	2019-03-25T03:14:09	492.0	33	2019-03-25T03:14:09	INCORRECT	KC3		KC3
46663	-S00200	1	2019-03-25T03:14:26	492.0	31	2019-03-25T03:14:26	CORRECT	KC1		KC1
46663	-S00200	1	2019-03-25T03:14:26	492.0	31	2019-03-25T03:14:26	CORRECT	KC2		KC2
46663	-S00200	1	2019-03-25T03:14:26	492.0	31	2019-03-25T03:14:26	INCORRECT	KC3		KC3
46664	-S00072	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	CORRECT	KC1		KC1
46664	-S00072	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	CORRECT	KC2		KC2
46664	-S00072	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	INCORRECT	KC3		KC3
46665	-S00396	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	CORRECT	KC1		KC1
46665	-S00396	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	CORRECT	KC2		KC2
46665	-S00396	1	2019-03-25T03:14:27	492.0	39	2019-03-25T03:14:27	INCORRECT	KC3		KC3
46672	-S00303	1	2019-03-25T03:14:38	492.0	31	2019-03-25T03:14:38	CORRECT	KC1		KC1
46672	-S00303	1	2019-03-25T03:14:38	492.0	31	2019-03-25T03:14:38	CORRECT	KC2		KC2
46672	-S00303	1	2019-03-25T03:14:38	492.0	31	2019-03-25T03:14:38	INCORRECT	KC3		KC3
46678	-S00255	1	2019-03-25T03:14:54	492.0	36	2019-03-25T03:14:54	CORRECT	KC1		KC1
46678	-S00255	1	2019-03-25T03:14:54	492.0	36	2019-03-25T03:14:54	CORRECT	KC2		KC2
46678	-S00255	1	2019-03-25T03:14:54	492.0	36	2019-03-25T03:14:54	INCORRECT	KC3		KC3
46682	-S00396	1	2019-03-25T03:15:14	492.0	34	2019-03-25T03:15:14	CORRECT	KC1		KC1
46682	-S00396	1	2019-03-25T03:15:14	492.0	34	2019-03-25T03:15:14	CORRECT	KC2		KC2
46682	-S00396	1	2019-03-25T03:15:14	492.0	34	2019-03-25T03:15:14	INCORRECT	KC3		KC3
46685	-S00377	1	2019-03-25T03:15:28	492.0	34	2019-03-25T03:15:28	CORRECT	KC1		KC1
46685	-S00377	1	2019-03-25T03:15:28	492.0	34	2019-03-25T03:15:28	CORRECT	KC2		KC2
46685	-S00377	1	2019-03-25T03:15:28	492.0	34	2019-03-25T03:15:28	INCORRECT	KC3		KC3
46686	-S00396	1	2019-03-25T03:15:33	492.0	40	2019-03-25T03:15:33	CORRECT	KC1		KC1
46686	-S00396	1	2019-03-25T03:15:33	492.0	40	2019-03-25T03:15:33	CORRECT	KC2		KC2
46686	-S00396	1	2019-03-25T03:15:33	492.0	40	2019-03-25T03:15:33	INCORRECT	KC3		KC3
46687	-S00360	1	2019-03-25T03:15:37	492.0	31	2019-03-25T03:15:37	CORRECT	KC1		KC1
46687	-S00360	1	2019-03-25T03:15:37	492.0	31	2019-03-25T03:15:37	CORRECT	KC2		KC2
46687	-S00360	1	2019-03-25T03:15:37	492.0	31	2019-03-25T03:15:37	INCORRECT	KC3		KC3
46689	-S00397	1	2019-03-25T03:15:40	492.0	33	2019-03-25T03:15:40	CORRECT	KC1		KC1
46689	-S00397	1	2019-03-25T03:15:40	492.0	33	2019-03-25T03:15:40	CORRECT	KC2		KC2
46689	-S00397	1	2019-03-25T03:15:40	492.0	33	2019-03-25T03:15:40	INCORRECT	KC3		KC3
46699	-S00190	1	2019-03-25T03:16:02	492.0	31	2019-03-25T03:16:02	CORRECT	KC1		KC1
46699	-S00190	1	2019-03-25T03:16:02	492.0	31	2019-03-25T03:16:02	CORRECT	KC2		KC2
46699	-S00190	1	2019-03-25T03:16:02	492.0	31	2019-03-25T03:16:02	INCORRECT	KC3		KC3
46700	-S00071	1	2019-03-25T03:16:05	492.0	128	2019-03-25T03:16:05	CORRECT	KC1		KC1
46700	-S00071	1	2019-03-25T03:16:05	492.0	128	2019-03-25T03:16:05	CORRECT	KC2		KC2
46700	-S00071	1	2019-03-25T03:16:05	492.0	128	2019-03-25T03:16:05	INCORRECT	KC3		KC3
46707	-S00308	1	2019-03-25T03:16:23	492.0	37	2019-03-25T03:16:23	CORRECT	KC1		KC1
46707	-S00308	1	2019-03-25T03:16:23	492.0	37	2019-03-25T03:16:23	CORRECT	KC2		KC2
46707	-S00308	1	2019-03-25T03:16:23	492.0	37	2019-03-25T03:16:23	INCORRECT	KC3		KC3
46708	-S00111	1	2019-03-25T03:16:27	492.0	38	2019-03-25T03:16:27	CORRECT	KC1		KC1
46708	-S00111	1	2019-03-25T03:16:27	492.0	38	2019-03-25T03:16:27	CORRECT	KC2		KC2
46708	-S00111	1	2019-03-25T03:16:27	492.0	38	2019-03-25T03:16:27	INCORRECT	KC3		KC3
46712	-S00411	1	2019-03-25T03:16:42	492.0	128	2019-03-25T03:16:42	CORRECT	KC1		KC1
46712	-S00411	1	2019-03-25T03:16:42	492.0	128	2019-03-25T03:16:42	CORRECT	KC2		KC2
46712	-S00411	1	2019-03-25T03:16:42	492.0	128	2019-03-25T03:16:42	INCORRECT	KC3		KC3
46715	-S00179	1	2019-03-25T03:16:46	492.0	36	2019-03-25T03:16:46	CORRECT	KC1		KC1
46715	-S00179	1	2019-03-25T03:16:46	492.0	36	2019-03-25T03:16:46	CORRECT	KC2		KC2
46715	-S00179	1	2019-03-25T03:16:46	492.0	36	2019-03-25T03:16:46	INCORRECT	KC3		KC3
46720	-S00230	1	2019-03-25T03:16:55	492.0	32	2019-03-25T03:16:55	CORRECT	KC1		KC1
46720	-S00230	1	2019-03-25T03:16:55	492.0	32	2019-03-25T03:16:55	CORRECT	KC2		KC2
46720	-S00230	1	2019-03-25T03:16:55	492.0	32	2019-03-25T03:16:55	INCORRECT	KC3		KC3
46727	-S00360	1	2019-03-25T03:17:08	492.0	33	2019-03-25T03:17:08	CORRECT	KC1		KC1
46727	-S00360	1	2019-03-25T03:17:08	492.0	33	2019-03-25T03:17:08	CORRECT	KC2		KC2
46727	-S00360	1	2019-03-25T03:17:08	492.0	33	2019-03-25T03:17:08	INCORRECT	KC3		KC3
46737	-S00169	1	2019-03-25T03:17:41	492.0	34	2019-03-25T03:17:41	CORRECT	KC1		KC1
46737	-S00169	1	2019-03-25T03:17:41	492.0	34	2019-03-25T03:17:41	CORRECT	KC2		KC2
46737	-S00169	1	2019-03-25T03:17:41	492.0	34	2019-03-25T03:17:41	INCORRECT	KC3		KC3
46748	-S00286	1	2019-03-25T03:18:34	492.0	33	2019-03-25T03:18:34	CORRECT	KC1		KC1
46748	-S00286	1	2019-03-25T03:18:34	492.0	33	2019-03-25T03:18:34	CORRECT	KC2		KC2
46748	-S00286	1	2019-03-25T03:18:34	492.0	33	2019-03-25T03:18:34	INCORRECT	KC3		KC3
46749	-S00246	1	2019-03-25T03:18:38	492.0	31	2019-03-25T03:18:38	CORRECT	KC1		KC1
46749	-S00246	1	2019-03-25T03:18:38	492.0	31	2019-03-25T03:18:38	CORRECT	KC2		KC2
46749	-S00246	1	2019-03-25T03:18:38	492.0	31	2019-03-25T03:18:38	INCORRECT	KC3		KC3
46756	-S00266	1	2019-03-25T03:19:01	492.0	38	2019-03-25T03:19:01	CORRECT	KC1		KC1
46756	-S00266	1	2019-03-25T03:19:01	492.0	38	2019-03-25T03:19:01	CORRECT	KC2		KC2
46756	-S00266	1	2019-03-25T03:19:01	492.0	38	2019-03-25T03:19:01	INCORRECT	KC3		KC3
46758	-S00308	1	2019-03-25T03:19:16	492.0	38	2019-03-25T03:19:16	CORRECT	KC1		KC1
46758	-S00308	1	2019-03-25T03:19:16	492.0	38	2019-03-25T03:19:16	CORRECT	KC2		KC2
46758	-S00308	1	2019-03-25T03:19:16	492.0	38	2019-03-25T03:19:16	INCORRECT	KC3		KC3
46762	-S00121	1	2019-03-25T03:19:22	492.0	34	2019-03-25T03:19:22	CORRECT	KC1		KC1
46762	-S00121	1	2019-03-25T03:19:22	492.0	34	2019-03-25T03:19:22	CORRECT	KC2		KC2
46762	-S00121	1	2019-03-25T03:19:22	492.0	34	2019-03-25T03:19:22	INCORRECT	KC3		KC3
46768	-S00360	1	2019-03-25T03:19:48	492.0	34	2019-03-25T03:19:48	CORRECT	KC1		KC1
46768	-S00360	1	2019-03-25T03:19:48	492.0	34	2019-03-25T03:19:48	CORRECT	KC2		KC2
46768	-S00360	1	2019-03-25T03:19:48	492.0	34	2019-03-25T03:19:48	INCORRECT	KC3		KC3
46771	-S00372	1	2019-03-25T03:19:55	492.0	128	2019-03-25T03:19:55	CORRECT	KC1		KC1
46771	-S00372	1	2019-03-25T03:19:55	492.0	128	2019-03-25T03:19:55	CORRECT	KC2		KC2
46771	-S00372	1	2019-03-25T03:19:55	492.0	128	2019-03-25T03:19:55	INCORRECT	KC3		KC3
46772	-S00067	1	2019-03-25T03:20:02	492.0	40	2019-03-25T03:20:02	CORRECT	KC1		KC1
46772	-S00067	1	2019-03-25T03:20:02	492.0	40	2019-03-25T03:20:02	CORRECT	KC2		KC2
46772	-S00067	1	2019-03-25T03:20:02	492.0	40	2019-03-25T03:20:02	INCORRECT	KC3		KC3
46776	-S00396	1	2019-03-25T03:20:07	492.0	36	2019-03-25T03:20:07	CORRECT	KC1		KC1
46776	-S00396	1	2019-03-25T03:20:07	492.0	36	2019-03-25T03:20:07	CORRECT	KC2		KC2
46776	-S00396	1	2019-03-25T03:20:07	492.0	36	2019-03-25T03:20:07	INCORRECT	KC3		KC3
46791	-S00058	1	2019-03-25T03:20:44	492.0	31	2019-03-25T03:20:44	CORRECT	KC1		KC1
46791	-S00058	1	2019-03-25T03:20:44	492.0	31	2019-03-25T03:20:44	CORRECT	KC2		KC2
46791	-S00058	1	2019-03-25T03:20:44	492.0	31	2019-03-25T03:20:44	INCORRECT	KC3		KC3
46792	-S00273	1	2019-03-25T03:20:49	492.0	33	2019-03-25T03:20:49	CORRECT	KC1		KC1
46792	-S00273	1	2019-03-25T03:20:49	492.0	33	2019-03-25T03:20:49	CORRECT	KC2		KC2
46792	-S00273	1	2019-03-25T03:20:49	492.0	33	2019-03-25T03:20:49	INCORRECT	KC3		KC3
46796	-S00200	1	2019-03-25T03:20:54	492.0	33	2019-03-25T03:20:54	CORRECT	KC1		KC1
46796	-S00200	1	2019-03-25T03:20:54	492.0	33	2019-03-25T03:20:54	CORRECT	KC2		KC2
46796	-S00200	1	2019-03-25T03:20:54	492.0	33	2019-03-25T03:20:54	INCORRECT	KC3		KC3
46797	-S00372	1	2019-03-25T03:20:54	492.0	39	2019-03-25T03:20:54	CORRECT	KC1		KC1
46797	-S00372	1	2019-03-25T03:20:54	492.0	39	2019-03-25T03:20:54	CORRECT	KC2		KC2
46797	-S00372	1	2019-03-25T03:20:54	492.0	39	2019-03-25T03:20:54	INCORRECT	KC3		KC3
46800	-S00167	1	2019-03-25T03:21:03	492.0	33	2019-03-25T03:21:03	CORRECT	KC1		KC1
